Summary,Dominant Topic
trees telegraph poles final approach.the pilot failed follow instrument approach procedures approach .,8
hit apporach lights trying land heavy rain .,3
"following takeoff omaha , hydraulidifficulties experienced . continued denver experienced asymmetrical reverse thrust landing maintenance truck burned . asymmetrical thrust landing attempt due hydrauliemergency . numbers 1 & 2 thrust reversers failed . crew failed activate back-up high-pressure air bottle used hold reverse ejectors extended position hydrauliemergency . poor evacuation procedures . contributing factor failure first officer monitor thrust reverse indicator lights applying reverse thrust crew 's lack training knowledge 's hydraulisystem . driver maintenance truck killed .",3
"reaching rabat , diverted casablanca poor ground visibility . conditions casablanca little better overshot runway first approach . worsening conditions pilot asked land u.s. air force base nouasseur . tower seeking permission , pilot saw window opportunity tried land casablanca . hillside burned eight short runway .",1
disintegrated following application loads excess design loads . entered area extreme turbulence struck lightning .,7
"undershot runway , burned . absence approach runway lights . lack guidance air trafficontroller last stages .",9
row houses sightseeing . inattention crew duties . pilots 2 companions cabin entire performed forbidden maneuvers including one sharp turn resulted lost control .,1
mountain18 nm northeast stravanger airport . deviation prescribed course . cause unknown .,7
struck mountain dropping supplies .,7
"in-flight fire , initiated sustained severe fuel leak . fuel leak caused locking carburetor drain plug unscrew .",0
burned field 10 west midway airport . airliner taken midway headed las vegas . loss 5/16 inch steel bolt elevator boost system caused elevator move full upward position creating stall loss control .,9
malfunctioning propeller . pilot tried turn back emergency landing .,3
.,7
shannon river shortly taking fog . possible fault artificial horizon 's aileron tabs . contributing factor weather crew fatigue .,9
"burned attempting land sale airport . landing gear flaps partially extended , struck ground slight nose-down attitude . possible misread altimeter .",3
"jungle approximately 9 destination airport . un secretary general , dag hammarskjöld , 56 , killed . allowed descend low , resulting striking trees crashing . although united nations released statement evidence sabotage found , rumors persist accident alleging victims shot prior crash bomb onboard exploded .",9
"takeoff initial climb appeared normal , approximately shallow turn right continued gradually increasing bank 85 90 degrees . turn , crew made short , garbled transmission indicating alarm . latter part turn gradual descent began , two minutes taking , struck ground . mechanical failure aileron primary control system due improper replacement aileron boost assembly , resulting loss lateral control altitude low effect recovery .",9
"high terrain approach , 18 kms ankara airport . normal flying pattern normal altitude .",3
. canigou descending land . navigational error .,9
stalled takeoff .,2
failed gain altitude missed approach . malfunctioning automatipitch coarsening unit starboard propeller . deprived captain necessary degree control critical stage .,9
"hill approach . pilot error . improper evaluation distance , flying non-standard traffipattern night failing observe altitude minima final approach .",8
"flown military contract , several procedural errors crew caused loss 2 engines . several errors , wooded area . deaths post-impact fire co. lack command coordination decision , faulty judgement insufficient knowledge led emergency situation . addition faulty maintenance procedures . carrier 's license revoked 6 weeks crash .",3
went missing .,7
"reaching altitude 100 , lost altitude , collided eucalyptus forest destroyed . pilot error . failure operate ifr adverse weather conditions night . failure follow climb procedure .",3
"9 minutes taking , botan bay , 3 south airport . in-flight structural failure due turbulence .",3
open field steep dive attempting emergency landing .,9
midair collision two c-119s .,4
cashed attempting land . shifting .,1
"shortly taking esenboga airport , assumed excessively steep climbing angle , stalled . probable cause accident obstruction pitch pointer captain 's director horizon led make excessively steep climb . one three screws worked way loose blocked pointer dial indicating correct pitch .",3
"'s right wing tip struck wall tree . pilot error failing discontinue takeoff , even right wing tip hit well broke , ground takeoff run .",1
takeoff . engine failure,3
"flying fl 150 , pilot radioed returning huanuco bad weather . soon , seen spiraling towards ground witnesses heard engines accelerate hit hill . separation left elevator .",3
"approximately 10 minutes takeoff , scheduled cumana , san juan mountains .",1
"taking crew declaired emergency shortly . faulty procedure part pilot made climb manizales san felix low altitude , became trapped canyon san felix pass la aguadita stalling turn 9,000 .",6
"taking idlewild airport reaching height 1,500 , made left turn continued roll inverted jamaica bay approximately 3 southwest control tower . rudder control malfunction caused full unwanted rudder deployment , yaw , sideslip roll led loss control . caused use improper tool manufacturing plant wrap rudder servo unit 's wiring , damaging wires leading short circuit . speculation accident actually caused captain putting steep 45 degree bank resulted loss control .",9
